จังหวัด,เขต,อำเภอ,ตำบล,flag,optional
เชียงราย,2,แม่จัน,แม่จัน,เฉพาะ,
เชียงราย,2,แม่จัน,ป่าตึง,เฉพาะ,
เชียงราย,2,แม่จัน,ป่าซาง,เฉพาะ,
เชียงราย,2,แม่จัน,ท่าข้าวเปลือก,เฉพาะ,
เชียงราย,2,แม่จัน,สันทราย,เฉพาะ,
เชียงราย,3,แม่ลาว,,,
เชียงราย,3,แม่สรวย,,,
เชียงราย,3,เวียงป่าเป้า,,,
เชียงราย,4,เมืองเชียงราย,ดอยลาน,เฉพาะ,
เชียงราย,4,เมืองเชียงราย,ห้วยสัก,เฉพาะ,
เชียงราย,4,พาน,,,
เชียงราย,4,ป่าแดด,,,
เชียงราย,5,เทิง,,,
เชียงราย,5,พญาเม็งราย,,,
เชียงราย,5,ขุนตาล,,,
เชียงราย,5,เชียงของ,บุญเรือง,เฉพาะ,
เชียงราย,6,แม่สาย,,,
เชียงราย,6,แม่ฟ้าหลวง,,,
เชียงราย,6,แม่จัน,แม่คำ,เฉพาะ,
เชียงราย,6,แม่จัน,แม่ไร่,เฉพาะ,
เชียงราย,6,แม่จัน,ศรีค้ำ,เฉพาะ,
เชียงราย,6,แม่จัน,จอมสวรรค์,เฉพาะ,
เชียงราย,7,แม่จัน,จันจว้า,เฉพาะ,
เชียงราย,7,แม่จัน,จันจว้าใต้,เฉพาะ,
เชียงราย,7,เชียงแสน,,,
เชียงราย,7,ดอยหลวง,,,
เชียงราย,7,เชียงของ,ครึ่ง,เฉพาะ,
เชียงราย,7,เชียงของ,ศรีดอนชัย,เฉพาะ,
เชียงราย,7,เชียงของ,ริมโขง,เฉพาะ,
เชียงราย,7,เชียงของ,เวียง,เฉพาะ,
เชียงราย,7,เชียงของ,สถาน,เฉพาะ,
เชียงราย,7,เชียงของ,ห้วยซ้อ,เฉพาะ,
เชียงราย,7,เวียงแก่น,,,
ปทุมธานี,1,ลาดหลุมแก้ว,,,
ปทุมธานี,1,สามโคก,,,
ปทุมธานี,1,เมืองปทุมธานี,บ้านฉาง,เฉพาะ,
ปทุมธานี,1,เมืองปทุมธานี,บางหลวง,เฉพาะ,
ปทุมธานี,1,เมืองปทุมธานี,บางเดื่อ,เฉพาะ,
ปทุมธานี,2,เมืองปทุมธานี,บ้านฉาง,ยกเว้น,
ปทุมธานี,2,เมืองปทุมธานี,บางหลวง,ยกเว้น,
ปทุมธานี,2,เมืองปทุมธานี,บางเดื่อ,ยกเว้น,
ปทุมธานี,2,เมืองปทุมธานี,สวนพริกไทย,ยกเว้น,
ปทุมธานี,3,คลองหลวง,เทศบาลเมืองท่าโขลง,เฉพาะ,
ปทุมธานี,3,คลองหลวง,คลองสาม,เฉพาะ,
ปทุมธานี,4,ธัญบุรี,ประชาธิปัตย์,เฉพาะ,
ปทุมธานี,4,คลองหลวง,เทศบาลเมืองคลองหลวง,เฉพาะ,
ปทุมธานี,4,เมืองปทุมธานี,สวนพริกไทย,เฉพาะ,
ปทุมธานี,5,คลองหลวง,คลองสี่,เฉพาะ,
ปทุมธานี,5,คลองหลวง,คลองห้า,เฉพาะ,
ปทุมธานี,5,คลองหลวง,คลองหก,เฉพาะ,
ปทุมธานี,5,คลองหลวง,คลองเจ็ด,เฉพาะ,
ปทุมธานี,5,ธัญบุรี,รังสิต,,
ปทุมธานี,5,ธัญบุรี,ลำผักกูด,,
ปทุมธานี,5,หนองเสือ,บึงชำอ้อ,เฉพาะ,
ปทุมธานี,5,หนองเสือ,บึงกาสาม,เฉพาะ,
ปทุมธานี,5,หนองเสือ,นพรัตน์,เฉพาะ,
ปทุมธานี,6,ลำลูกกา,คูคต,เฉพาะ,
ปทุมธานี,6,ลำลูกกา,ลาดสวาย,เฉพาะ,
ปทุมธานี,7,หนองเสือ,บึงบอน,เฉพาะ,
ปทุมธานี,7,หนองเสือ,บึงบา,เฉพาะ,
ปทุมธานี,7,หนองเสือ,หนองสามวัง,เฉพาะ,
ปทุมธานี,7,หนองเสือ,ศาลาครุ,เฉพาะ,
ปทุมธานี,7,ธัญบุรี,บึงสนั่น,เฉพาะ,
ปทุมธานี,7,ธัญบุรี,บึงน้ำรักษ์,เฉพาะ,
ปทุมธานี,7,ลำลูกกา,บึงคำพร้อย,เฉพาะ,
ปทุมธานี,7,ลำลูกกา,ลำลูกกา,เฉพาะ,
ปทุมธานี,7,ลำลูกกา,บึงทองหลาง,เฉพาะ,
ปทุมธานี,7,ลำลูกกา,ลำไทร,เฉพาะ,
ปทุมธานี,7,ลำลูกกา,บึงคอไห,เฉพาะ,
ปทุมธานี,7,ลำลูกกา,พืชอุดม,เฉพาะ,
สกลนคร,1,เมืองสกลนคร,หนองลาด,ยกเว้น,
สกลนคร,1,เมืองสกลนคร,โคกก่อง,ยกเว้น,
สกลนคร,1,เมืองสกลนคร,ม่วงลาย,ยกเว้น,
สกลนคร,1,เมืองสกลนคร,ดงชน,ยกเว้น,
สกลนคร,1,เมืองสกลนคร,โนนหอม,ยกเว้น,
สกลนคร,2,กุสุมาลย์,,,
สกลนคร,2,โพนนาแก้ว,,,
สกลนคร,2,โคกศรีสุพรรณ,,,
สกลนคร,2,เต่างอย,,,
สกลนคร,2,เมืองสกลนคร,โคกก่อง,เฉพาะ,
สกลนคร,2,เมืองสกลนคร,ม่วงลาย,เฉพาะ,
สกลนคร,2,เมืองสกลนคร,ดงชน,เฉพาะ,
สกลนคร,2,เมืองสกลนคร,โนนหอม,เฉพาะ,
สกลนคร,3,อากาศอำนวย,,,
สกลนคร,3,พรรณานิคม,,,
สกลนคร,3,เมืองสกลนคร,หนองลาด,เฉพาะ,
สกลนคร,3,วานรนิวาส,นาซอ,เฉพาะ,
สกลนคร,4,กุดบาก,,,
สกลนคร,4,วาริชภูมิ,,,
สกลนคร,4,ภูพาน,,,
สกลนคร,4,นิคมน้ำอูน,,,
สกลนคร,4,ส่องดาว,ท่าศิลา,ยกเว้น,
สกลนคร,5,สว่างแดนดิน,,,
สกลนคร,5,ส่องดาว,ท่าศิลา,เฉพาะ,
สกลนคร,6,พังโคน,,,
สกลนคร,6,เจริญศิลป์,,,
สกลนคร,6,วานรนิวาส,ธาตุ,เฉพาะ,
สกลนคร,6,วานรนิวาส,เดื่อศรีคันไชย,เฉพาะ,
สกลนคร,6,วานรนิวาส,ศรีวิชัย,เฉพาะ,
สกลนคร,6,วานรนิวาส,คอนสวรรค์,เฉพาะ,
สกลนคร,6,วานรนิวาส,หนองสนม,เฉพาะ,
สกลนคร,6,วานรนิวาส,ขัวก่าย,เฉพาะ,
สกลนคร,7,บ้านม่วง,,,
สกลนคร,7,คำตากล้า,,,
สกลนคร,7,วานรนิวาส,วานรนิวาส,เฉพาะ,
สกลนคร,7,วานรนิวาส,คูสะคาม,เฉพาะ,
สกลนคร,7,วานรนิวาส,หนองแวง,เฉพาะ,
สกลนคร,7,วานรนิวาส,อินทร์แปลง,เฉพาะ,
สกลนคร,7,วานรนิวาส,นาคำ,เฉพาะ,
สกลนคร,7,วานรนิวาส,กุดเรือคำ,เฉพาะ,
สกลนคร,7,วานรนิวาส,หนองแวงใต้,เฉพาะ,
สุราษฎร์ธานี,1,เมืองสุราษฎร์ธาน,วัดประดู่,ยกเว้น,
สุราษฎร์ธานี,1,เมืองสุราษฎร์ธาน,ขุนทะเล,ยกเว้น,
สุราษฎร์ธานี,2,เกาะพะงัน,,,
สุราษฎร์ธานี,2,เกาะสมุย,,,
สุราษฎร์ธานี,2,ดอนสัก,,,
สุราษฎร์ธานี,2,กาญจนดิษฐ์,ท่าทอง,เฉพาะ,
สุราษฎร์ธานี,2,กาญจนดิษฐ์,พลายวาส,เฉพาะ,
สุราษฎร์ธานี,2,กาญจนดิษฐ์,ท่าอุแท,เฉพาะ,
สุราษฎร์ธานี,2,กาญจนดิษฐ์,คลองสระ,เฉพาะ,
สุราษฎร์ธานี,3,เวียงสระ,,,
สุราษฎร์ธานี,3,บ้านนาสาร,ทุ่งเตา,ยกเว้น,
สุราษฎร์ธานี,3,บ้านนาสาร,ทุ่งเตาใหม่,ยกเว้น,
สุราษฎร์ธานี,3,เคียนซา,บ้านเสด็จ,ยกเว้น,
สุราษฎร์ธานี,4,พุนพิน,,,
สุราษฎร์ธานี,4,คีรีรัฐนิคม,,,
สุราษฎร์ธานี,4,บ้านตาขุน,,,
สุราษฎร์ธานี,5,พระแสง,,,
สุราษฎร์ธานี,5,ชัยบุรี,,,
สุราษฎร์ธานี,5,พนม,,,
สุราษฎร์ธานี,5,เคียนซา,บ้านเสด็จ,เฉพาะ,
สุราษฎร์ธานี,6,ท่าชนะ,,,
สุราษฎร์ธานี,6,ไชยา,,,
สุราษฎร์ธานี,6,ท่าฉาง,,,
สุราษฎร์ธานี,6,วิภาวดี,,,
สุราษฎร์ธานี,7,เมืองสุราษฎร์ธาน,ขุนทะเล,เฉพาะ,
สุราษฎร์ธานี,7,เมืองสุราษฎร์ธาน,วัดประดู่,เฉพาะ,
สุราษฎร์ธานี,7,กาญจนดิษฐ์,ท่าทอง,ยกเว้น,
สุราษฎร์ธานี,7,กาญจนดิษฐ์,พลายวาส,ยกเว้น,
สุราษฎร์ธานี,7,กาญจนดิษฐ์,ท่าอุแท,ยกเว้น,
สุราษฎร์ธานี,7,กาญจนดิษฐ์,คลองสระ,ยกเว้น,
สุราษฎร์ธานี,7,บ้านนาสาร,ทุ่งเตา,เฉพาะ,
สุราษฎร์ธานี,7,บ้านนาสาร,ทุ่งเตาใหม่,เฉพาะ,
สุราษฎร์ธานี,7,บ้านนาเดิม,,,
นนทบุรี,1,เมืองนนทบุรี,บางกระสอ,เฉพาะ,
นนทบุรี,1,เมืองนนทบุรี,ท่าทราย,เฉพาะ,
นนทบุรี,1,เมืองนนทบุรี,บางเขน,เฉพาะ,
นนทบุรี,2,เมืองนนทบุรี,บางกร่าง,เฉพาะ,
นนทบุรี,2,เมืองนนทบุรี,บางศรีเมือง,เฉพาะ,
นนทบุรี,2,เมืองนนทบุรี,บางรักน้อย,เฉพาะ,
นนทบุรี,2,เมืองนนทบุรี,สวนใหญ่,เฉพาะ,
นนทบุรี,2,เมืองนนทบุรี,ตลาดขวัญ,เฉพาะ,
นนทบุรี,3,บางกรวย,,,
นนทบุรี,3,เมืองนนทบุรี,บางไผ่,เฉพาะ,
นนทบุรี,4,ปากเกร็ด,บางพูด,เฉพาะ,
นนทบุรี,4,ปากเกร็ด,บ้านใหม่,เฉพาะ,
นนทบุรี,4,ปากเกร็ด,คลองเกลือ,เฉพาะ,
นนทบุรี,4,ปากเกร็ด,บางตลาด,เฉพาะ,
นนทบุรี,5,ปากเกร็ด,บางพูด,ยกเว้น,
นนทบุรี,5,ปากเกร็ด,บ้านใหม่,ยกเว้น,
นนทบุรี,5,ปากเกร็ด,คลองเกลือ,ยกเว้น,
นนทบุรี,5,ปากเกร็ด,บางตลาด,ยกเว้น,
นนทบุรี,5,บางบัวทอง,ลำโพ,เฉพาะ,
นนทบุรี,5,บางบัวทอง,ละหาร,เฉพาะ,
นนทบุรี,5,เมืองนนทบุรี,ไทรม้า,เฉพาะ,
นนทบุรี,6,บางใหญ่,,,
นนทบุรี,7,บางบัวทอง,บางบัวทอง,เฉพาะ,
นนทบุรี,7,บางบัวทอง,พิมลราช,เฉพาะ,
นนทบุรี,7,บางบัวทอง,โสนลอย,เฉพาะ,
นนทบุรี,7,ไทรน้อย,ไทรน้อย,เฉพาะ,
นนทบุรี,7,ไทรน้อย,คลองขวาง,เฉพาะ,
นนทบุรี,8,บางบัวทอง,บางคูรัด,เฉพาะ,
นนทบุรี,8,บางบัวทอง,บางรักพัฒนา,เฉพาะ,
นนทบุรี,8,บางบัวทอง,บางรักใหญ่,เฉพาะ,
นนทบุรี,8,ไทรน้อย,ไทรน้อย,ยกเว้น,
นนทบุรี,8,ไทรน้อย,คลองขวาง,ยกเว้น,
ร้อยเอ็ด,1,เมืองร้อยเอ็ด,,,
ร้อยเอ็ด,2,โพธิ์ชัย,,,
ร้อยเอ็ด,2,จังหาร,,,
ร้อยเอ็ด,2,เชียงขวัญ,,,
ร้อยเอ็ด,2,โพนทอง,อุ่มเม่า,เฉพาะ,
ร้อยเอ็ด,2,โพนทอง,นาอุดม,เฉพาะ,
ร้อยเอ็ด,2,โพนทอง,คำนาดี,เฉพาะ,
ร้อยเอ็ด,2,ธวัชบุรี,หนองพอก,เฉพาะ,
ร้อยเอ็ด,2,ธวัชบุรี,ธวัชบุรี,เฉพาะ,
ร้อยเอ็ด,2,ธวัชบุรี,มะอึ,เฉพาะ,
ร้อยเอ็ด,3,หนองพอก,,,
ร้อยเอ็ด,3,เมยวดี,,,
ร้อยเอ็ด,3,โพนทอง,แวง,เฉพาะ,
ร้อยเอ็ด,3,โพนทอง,โคกกกม่วง,เฉพาะ,
ร้อยเอ็ด,3,โพนทอง,สว่าง,เฉพาะ,
ร้อยเอ็ด,3,โพนทอง,หนองใหญ่,เฉพาะ,
ร้อยเอ็ด,3,โพนทอง,โนนชัยศรี,เฉพาะ,
ร้อยเอ็ด,3,โพนทอง,พรมสวรรค์,เฉพาะ,
ร้อยเอ็ด,3,โพนทอง,สระนกแก้ว,เฉพาะ,
ร้อยเอ็ด,3,โพนทอง,วังสามัคคี,เฉพาะ,
ร้อยเอ็ด,3,โพนทอง,โพธิ์ทอง,เฉพาะ,
ร้อยเอ็ด,4,เสลภูมิ,,,
ร้อยเอ็ด,4,ทุ่งเขาหลวง,ทุ่งเขาหลวง,เฉพาะ,
ร้อยเอ็ด,4,ทุ่งเขาหลวง,บึงงาม,เฉพาะ,
ร้อยเอ็ด,4,ทุ่งเขาหลวง,มะบ้า,เฉพาะ,
ร้อยเอ็ด,4,ธวัชบุรี,บึงนคร,เฉพาะ,
ร้อยเอ็ด,4,ธวัชบุรี,ธงธานี,เฉพาะ,
ร้อยเอ็ด,4,ธวัชบุรี,ไพศาล,เฉพาะ,
ร้อยเอ็ด,4,โพนทอง,โคกสูง,เฉพาะ,
ร้อยเอ็ด,4,โพนทอง,โพธิ์ศรีสว่าง,เฉพาะ,
ร้อยเอ็ด,5,พนมไพร,,,
ร้อยเอ็ด,5,อาจสามารถ,โพนเมือง,เฉพาะ,
ร้อยเอ็ด,5,อาจสามารถ,บ้านแจ้ง,เฉพาะ,
ร้อยเอ็ด,5,อาจสามารถ,อาจสามารถ,เฉพาะ,
ร้อยเอ็ด,5,อาจสามารถ,หน่อม,เฉพาะ,
ร้อยเอ็ด,5,อาจสามารถ,หนองหมื่นถ่าน,เฉพาะ,
ร้อยเอ็ด,5,อาจสามารถ,หนองขาม,เฉพาะ,
ร้อยเอ็ด,5,ธวัชบุรี,นิเวศน์,เฉพาะ,
ร้อยเอ็ด,5,ธวัชบุรี,หนองไผ่,เฉพาะ,
ร้อยเอ็ด,5,ธวัชบุรี,อุ่มเม้า,เฉพาะ,
ร้อยเอ็ด,5,ทุ่งเขาหลวง,ทุ่งเขาหลวง,ยกเว้น,
ร้อยเอ็ด,5,ทุ่งเขาหลวง,บึงงาม,ยกเว้น,
ร้อยเอ็ด,5,ทุ่งเขาหลวง,มะบ้า,ยกเว้น,
ร้อยเอ็ด,5,หนองฮี,หนองฮี,เฉพาะ,
ร้อยเอ็ด,6,สุวรรณภูมิ,,,
ร้อยเอ็ด,6,โพนทราย,,,
ร้อยเอ็ด,6,หนองฮี,หนองฮี,ยกเว้น,
ร้อยเอ็ด,7,เกษตรวิสัย,,,
ร้อยเอ็ด,7,ปทุมรัตต์,,,
ร้อยเอ็ด,7,เมืองสรวง,คูเมือง,เฉพาะ,
ร้อยเอ็ด,7,เมืองสรวง,กกกุง,เฉพาะ,
ร้อยเอ็ด,7,เมืองสรวง,หนองหิน,เฉพาะ,
ร้อยเอ็ด,8,จตุรพักตรพิมาน,,,
ร้อยเอ็ด,8,ศรีสมเด็จ,,,
ร้อยเอ็ด,8,เมืองสรวง,คูเมือง,ยกเว้น,
ร้อยเอ็ด,8,เมืองสรวง,กกกุง,ยกเว้น,
ร้อยเอ็ด,8,เมืองสรวง,หนองหิน,ยกเว้น,
ร้อยเอ็ด,8,อาจสามารถ,โพนเมือง,ยกเว้น,
ร้อยเอ็ด,8,อาจสามารถ,บ้านแจ้ง,ยกเว้น,
ร้อยเอ็ด,8,อาจสามารถ,อาจสามารถ,ยกเว้น,
ร้อยเอ็ด,8,อาจสามารถ,หน่อม,ยกเว้น,
ร้อยเอ็ด,8,อาจสามารถ,หนองหมื่นถ่าน,ยกเว้น,
ร้อยเอ็ด,8,อาจสามารถ,หนองขาม,ยกเว้น,
ร้อยเอ็ด,8,ธวัชบุรี,ราชธานี,เฉพาะ,
ร้อยเอ็ด,8,ธวัชบุรี,เขวาทุ่ง,เฉพาะ,
ร้อยเอ็ด,8,ธวัชบุรี,เมืองน้อย,เฉพาะ,
สมุทรปราการ,1,เมืองสมุทรปราการ,บางโปรง,เฉพาะ,
สมุทรปราการ,1,เมืองสมุทรปราการ,บางด้วน,เฉพาะ,
สมุทรปราการ,1,เมืองสมุทรปราการ,บางเมือง,เฉพาะ,
สมุทรปราการ,1,เมืองสมุทรปราการ,ท้ายบ้าน,เฉพาะ,
สมุทรปราการ,1,เมืองสมุทรปราการ,ปากน้ำ,เฉพาะ,
สมุทรปราการ,2,เมืองสมุทรปราการ,บางปู,เฉพาะ,
สมุทรปราการ,2,เมืองสมุทรปราการ,บางปูใหม่,เฉพาะ,
สมุทรปราการ,2,เมืองสมุทรปราการ,แพรกษา,เฉพาะ,
สมุทรปราการ,2,เมืองสมุทรปราการ,ท้ายบ้านใหม่,เฉพาะ,
สมุทรปราการ,3,เมืองสมุทรปราการ,เทพารักษ์,เฉพาะ,
สมุทรปราการ,3,เมืองสมุทรปราการ,สำโรงเหนือ,เฉพาะ,
สมุทรปราการ,3,เมืองสมุทรปราการ,บางเมืองใหม่,เฉพาะ,
สมุทรปราการ,4,บางพลี,บางพลีใหญ่,เฉพาะ,
สมุทรปราการ,4,บางพลี,บางแก้ว,เฉพาะ,
สมุทรปราการ,5,บางพลี,บางปลา,เฉพาะ,
สมุทรปราการ,5,บางพลี,บางโฉลง,เฉพาะ,
สมุทรปราการ,5,บางพลี,ราชาเทวะ,เฉพาะ,
สมุทรปราการ,5,บางพลี,หนองปรือ,เฉพาะ,
สมุทรปราการ,5,เมืองสมุทรปราการ,แพรกษาใหม่,เฉพาะ,
สมุทรปราการ,5,บางเสาธง,ศีรษะจรเข้น้อย,เฉพาะ,
สมุทรปราการ,6,พระประแดง,บางจาก,ยกเว้น,
สมุทรปราการ,7,พระสมุทรเจดีย์,,,
สมุทรปราการ,7,พระประแดง,บางจาก,เฉพาะ,
สมุทรปราการ,8,บางบ่อ,,,
สมุทรปราการ,8,บางเสาธง,บางเสาธง,เฉพาะ,
สมุทรปราการ,8,บางเสาธง,ศีรษะจรเข้ใหญ่,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,เทศบาลเมืองสุรินทร์,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,นอกเมือง,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,คอโค,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,ตระแสง,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,สวาย,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,นาบัว,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,เฉนียง,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,เทนมีย์,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,ตาอ็อง,เฉพาะ,
สุรินทร์,1,เมืองสุรินทร์,สำโรง,เฉพาะ,
สุรินทร์,1,ศีขรภูมิ,หนองเหล็ก,เฉพาะ,
สุรินทร์,1,ศีขรภูมิ,ตรมไพร,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,เทศบาลตำบลเหมือง,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,เมืองที,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,บุฤาษี,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,แสลงพันธ์,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,แกใหญ่,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,ท่าสว่าง,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,นาดี,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,เพี้ยราม,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,ตั้งใจ,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,กาเกาะ,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,สลักได,เฉพาะ,
สุรินทร์,2,เมืองสุรินทร์,ราม,เฉพาะ,
สุรินทร์,2,เขวาสินรินทร์,,,
สุรินทร์,2,ศีขรภูมิ,แตล,เฉพาะ,
สุรินทร์,2,ศีขรภูมิ,ช่างปี่,เฉพาะ,
สุรินทร์,2,ศีขรภูมิ,จารพัต,เฉพาะ,
สุรินทร์,3,จอมพระ,,,
สุรินทร์,3,ท่าตูม,พรมเทพ,ยกเว้น,
สุรินทร์,3,ท่าตูม,ทุ่งกุลา,ยกเว้น,
สุรินทร์,3,ท่าตูม,โพนครก,ยกเว้น,
สุรินทร์,3,สนม,หัวงัว,ยกเว้น,
สุรินทร์,4,ชุมพลบุรี,,,
สุรินทร์,4,ท่าตูม,พรมเทพ,เฉพาะ,
สุรินทร์,4,ท่าตูม,ทุ่งกุลา,เฉพาะ,
สุรินทร์,4,ท่าตูม,โพนครก,เฉพาะ,
สุรินทร์,4,รัตนบุรี,ยางสว่าง,ยกเว้น,
สุรินทร์,4,รัตนบุรี,เบิด,ยกเว้น,
สุรินทร์,5,รัตนบุรี,ยางสว่าง,เฉพาะ,
สุรินทร์,5,รัตนบุรี,เบิด,เฉพาะ,
สุรินทร์,5,โนนนารายณ์,,,
สุรินทร์,5,สำโรงทาบ,,,
สุรินทร์,5,สนม,หัวงัว,เฉพาะ,
สุรินทร์,5,ศีขรภูมิ,เทศบาลตำบลศีขรภูมิ,เฉพาะ,
สุรินทร์,5,ศีขรภูมิ,ระแงง,เฉพาะ,
สุรินทร์,5,ศีขรภูมิ,หนองขวาว,เฉพาะ,
สุรินทร์,5,ศีขรภูมิ,ขวาวใหญ่,เฉพาะ,
สุรินทร์,5,ศีขรภูมิ,หนองบัว,เฉพาะ,
สุรินทร์,5,ศีขรภูมิ,คาละแมะ,เฉพาะ,
สุรินทร์,5,ศีขรภูมิ,นารุ่ง,เฉพาะ,
สุรินทร์,5,ศีขรภูมิ,ตรึม,เฉพาะ,
สุรินทร์,5,ศีขรภูมิ,ยาง,เฉพาะ,
สุรินทร์,6,ศีขรภูมิ,เทศบาลตำบลผักไหม,เฉพาะ,
สุรินทร์,6,ศีขรภูมิ,กุดหวาย,เฉพาะ,
สุรินทร์,6,ศรีณรงค์,,,
สุรินทร์,6,สังขะ,ตาตุม,ยกเว้น,
สุรินทร์,6,สังขะ,เทพรักษา,ยกเว้น,
สุรินทร์,7,ปราสาท,โชคนาสาม,ยกเว้น,
สุรินทร์,7,ลำดวน,,,
สุรินทร์,8,ปราสาท,โชคนาสาม,เฉพาะ,
สุรินทร์,8,พนมดงรัก,,,
สุรินทร์,8,กาบเชิง,,,
สุรินทร์,8,สังขะ,ตาตุม,เฉพาะ,
สุรินทร์,8,สังขะ,เทพรักษา,เฉพาะ,
สุรินทร์,8,บัวเชด,,,
ศรีสะเกษ,1,เมืองศรีสะเกษ,,,
ศรีสะเกษ,1,วังหิน,ทุ่งสว่าง,เฉพาะ,
ศรีสะเกษ,1,วังหิน,ธาตุ,เฉพาะ,
ศรีสะเกษ,1,วังหิน,บ่อแก้ว,เฉพาะ,
ศรีสะเกษ,1,วังหิน,บุสูง,เฉพาะ,
ศรีสะเกษ,2,กันทรารมย์,,,
ศรีสะเกษ,2,น้ำเกลี้ยง,,,
ศรีสะเกษ,2,โนนคูณ,บก,เฉพาะ,
ศรีสะเกษ,2,โนนคูณ,โพธิ์,เฉพาะ,
ศรีสะเกษ,3,ศรีรัตนะ,,,
ศรีสะเกษ,3,เบญจลักษ์,,,
ศรีสะเกษ,3,โนนคูณ,บก,ยกเว้น,
ศรีสะเกษ,3,โนนคูณ,โพธิ์,ยกเว้น,
ศรีสะเกษ,3,กันทรลักษ์,ภูเงิน,เฉพาะ,
ศรีสะเกษ,3,กันทรลักษ์,กระแชง,เฉพาะ,
ศรีสะเกษ,3,กันทรลักษ์,ตระกาจ,เฉพาะ,
ศรีสะเกษ,3,กันทรลักษ์,จานใหญ่,เฉพาะ,
ศรีสะเกษ,4,กันทรลักษ์,ภูเงิน,ยกเว้น,
ศรีสะเกษ,4,กันทรลักษ์,กระแชง,ยกเว้น,
ศรีสะเกษ,4,กันทรลักษ์,ตระกาจ,ยกเว้น,
ศรีสะเกษ,4,กันทรลักษ์,จานใหญ่,ยกเว้น,
ศรีสะเกษ,5,ขุนหาญ,,,
ศรีสะเกษ,5,ภูสิงห์,,,
ศรีสะเกษ,6,ขุขันธ์,,,
ศรีสะเกษ,6,ไพรบึง,สำโรงพลัน,เฉพาะ,
ศรีสะเกษ,7,ปรางค์กู่,,,
ศรีสะเกษ,7,พยุห์,,,
ศรีสะเกษ,7,ไพรบึง,สำโรงพลัน,ยกเว้น,
ศรีสะเกษ,7,วังหิน,ทุ่งสว่าง,ยกเว้น,
ศรีสะเกษ,7,วังหิน,ธาตุ,ยกเว้น,
ศรีสะเกษ,7,วังหิน,บ่อแก้ว,ยกเว้น,
ศรีสะเกษ,7,วังหิน,บุสูง,ยกเว้น,
ศรีสะเกษ,8,อุทุมพรพิสัย,,,
ศรีสะเกษ,8,ห้วยทับทัน,,,
ศรีสะเกษ,8,เมืองจันทร์,,,
ศรีสะเกษ,9,ราษีไศล,,,
ศรีสะเกษ,9,ยางชุมน้อย,,,
ศรีสะเกษ,9,โพธิ์ศรีสุวรรณ,,,
ศรีสะเกษ,9,ศิลาลาด,,,
ศรีสะเกษ,9,บึงบูรพ์,,,
สงขลา,1,เมืองสงขลา,,,
สงขลา,2,หาดใหญ่,หาดใหญ่,เฉพาะ,
สงขลา,2,หาดใหญ่,คลองอู่ตะเภา,เฉพาะ,
สงขลา,3,นาหม่อม,,,
สงขลา,3,หาดใหญ่,บ้านพรุ,เฉพาะ,
สงขลา,3,หาดใหญ่,คอหงส์,เฉพาะ,
สงขลา,3,หาดใหญ่,พะตง,เฉพาะ,
สงขลา,3,หาดใหญ่,ทุ่งใหญ่,เฉพาะ,
สงขลา,3,หาดใหญ่,ท่าข้าม,เฉพาะ,
สงขลา,3,หาดใหญ่,น้ำน้อย,เฉพาะ,
สงขลา,3,จะนะ,คลองเปียะ,เฉพาะ,
สงขลา,3,จะนะ,จะโหนง,เฉพาะ,
สงขลา,4,ระโนด,,,
สงขลา,4,กระแสสินธุ์,,,
สงขลา,4,สทิงพระ,,,
สงขลา,4,สิงหนคร,ม่วงงาม,เฉพาะ,
สงขลา,4,สิงหนคร,บางเขียด,เฉพาะ,
สงขลา,4,สิงหนคร,ชะแล้,เฉพาะ,
สงขลา,4,สิงหนคร,รำแดง,เฉพาะ,
สงขลา,4,สิงหนคร,วัดขนุน,เฉพาะ,
สงขลา,5,รัตภูมิ,,,
สงขลา,5,ควนเนียง,,,
สงขลา,5,สิงหนคร,ปากรอ,เฉพาะ,
สงขลา,5,สิงหนคร,ป่าขาด,เฉพาะ,
สงขลา,5,สิงหนคร,ทำนบ,เฉพาะ,
สงขลา,5,สิงหนคร,ชิงโค,เฉพาะ,
สงขลา,5,สิงหนคร,หัวเขา,เฉพาะ,
สงขลา,5,สิงหนคร,สทิงหม้อ,เฉพาะ,
สงขลา,6,สะเดา,,,
