จังหวัด,เขต,อำเภอ,ตำบล,flag,optional
นครราชสีมา,14,ปากช่อง,วังกะทะ,ยกเว้น,
นครราชสีมา,14,ปากช่อง,โป่งตาลอง,ยกเว้น,
นครราชสีมา,15,ด่านขุนทด,,,
นครราชสีมา,15,เทพารักษ์,,,
นครราชสีมา,15,พระทองคำ,ทัพรั้ง,เฉพาะ,
นครราชสีมา,15,พระทองคำ,มาบกราด,เฉพาะ,
นครราชสีมา,16,คง,,,
นครราชสีมา,16,ขามสะแกแสง,,,
นครราชสีมา,16,บ้านเหลื่อม,,,
นครราชสีมา,16,พระทองคำ,ทัพรั้ง,ยกเว้น,
นครราชสีมา,16,พระทองคำ,มาบกราด,ยกเว้น,
กรุงเทพมหานคร,1,พระนคร,,,
กรุงเทพมหานคร,1,ป้อมปราบศัต,,,
กรุงเทพมหานคร,1,สัมพันธวงศ์,,,
กรุงเทพมหานคร,1,ดุสิต,ถนนนครไชยศร,ยกเว้น,
กรุงเทพมหานคร,1,บางรัก,,,
กรุงเทพมหานคร,2,สาทร,,,
กรุงเทพมหานคร,2,ปทุมวัน,,,
กรุงเทพมหานคร,2,ราชเทวี,,,
กรุงเทพมหานคร,3,บางคอแหลม,,,
กรุงเทพมหานคร,3,ยานนาวา,,,
กรุงเทพมหานคร,4,คลองเตย,,,
กรุงเทพมหานคร,4,วัฒนา,,,
กรุงเทพมหานคร,5,ห้วยขวาง,,,
กรุงเทพมหานคร,5,วังทองหลาง,คลองเจ้าคุณ,ยกเว้น,
กรุงเทพมหานคร,6,พญาไท,,,
กรุงเทพมหานคร,6,ดินแดง,,,
กรุงเทพมหานคร,7,บางซื่อ,,,
กรุงเทพมหานคร,7,ดุสิต,ถนนนครไชยศร,เฉพาะ,
กรุงเทพมหานคร,8,หลักสี่,ตลาดบางเขน,ยกเว้น,
กรุงเทพมหานคร,8,จตุจักร,จันทรเกษม,ยกเว้น,
กรุงเทพมหานคร,8,จตุจักร,เสนานิคม,ยกเว้น,
กรุงเทพมหานคร,9,บางเขน,ท่าแร้ง,ยกเว้น,
กรุงเทพมหานคร,9,จตุจักร,จันทรเกษม,เฉพาะ,
กรุงเทพมหานคร,9,จตุจักร,เสนานิคม,เฉพาะ,
กรุงเทพมหานคร,9,หลักสี่,ตลาดบางเขน,เฉพาะ,
กรุงเทพมหานคร,10,ดอนเมือง,,,
กรุงเทพมหานคร,11,สายไหม,ออเงิน,ยกเว้น,
กรุงเทพมหานคร,12,สายไหม,ออเงิน,เฉพาะ,
กรุงเทพมหานคร,12,บางเขน,ท่าแร้ง,เฉพาะ,
กรุงเทพมหานคร,12,ลาดพร้าว,จรเข้บัว,เฉพาะ,
กรุงเทพมหานคร,13,ลาดพร้าว,จรเข้บัว,ยกเว้น,
กรุงเทพมหานคร,13,บึงกุ่ม,คลองกุ่ม,ยกเว้น,
กรุงเทพมหานคร,14,วังทองหลาง,คลองเจ้าคุณ,เฉพาะ,
กรุงเทพมหานคร,14,บางกะปิ,,,
กรุงเทพมหานคร,15,คันนายาว,,,
กรุงเทพมหานคร,15,บึงกุ่ม,คลองกุ่ม,เฉพาะ,
กรุงเทพมหานคร,16,คลองสามวา,สามวาตะวันอ,ยกเว้น,
กรุงเทพมหานคร,16,คลองสามวา,ทรายกองดินใ,ยกเว้น,
กรุงเทพมหานคร,17,หนองจอก,โคกแฝด,ยกเว้น,
กรุงเทพมหานคร,17,หนองจอก,ลำผักชี,ยกเว้น,
กรุงเทพมหานคร,17,หนองจอก,ลำต้อยติ่ง,ยกเว้น,
กรุงเทพมหานคร,17,คลองสามวา,สามวาตะวันอ,เฉพาะ,
กรุงเทพมหานคร,17,คลองสามวา,ทรายกองดินใ,เฉพาะ,
กรุงเทพมหานคร,18,หนองจอก,โคกแฝด,เฉพาะ,
กรุงเทพมหานคร,18,หนองจอก,ลำผักชี,เฉพาะ,
กรุงเทพมหานคร,18,หนองจอก,ลำต้อยติ่ง,เฉพาะ,
กรุงเทพมหานคร,18,ลาดกระบัง,ลำปลาทิว,เฉพาะ,
กรุงเทพมหานคร,18,มีนบุรี,แสนแสบ,เฉพาะ,
กรุงเทพมหานคร,19,มีนบุรี,แสนแสบ,ยกเว้น,
กรุงเทพมหานคร,19,สะพานสูง,ทับช้าง,ยกเว้น,
กรุงเทพมหานคร,20,ลาดกระบัง,ลำปลาทิว,ยกเว้น,
กรุงเทพมหานคร,21,ประเวศ,หนองบอน,ยกเว้น,
กรุงเทพมหานคร,21,สะพานสูง,ทับช้าง,เฉพาะ,
กรุงเทพมหานคร,22,สวนหลวง,,,
กรุงเทพมหานคร,22,ประเวศ,หนองบอน,เฉพาะ,
กรุงเทพมหานคร,23,พระโขนง,,,
กรุงเทพมหานคร,23,บางนา,,,
กรุงเทพมหานคร,24,ธนบุรี,วัดกัลยาณ์,ยกเว้น,
กรุงเทพมหานคร,24,ธนบุรี,หิรัญรูจี,ยกเว้น,
กรุงเทพมหานคร,24,ธนบุรี,บางยี่เรือ,ยกเว้น,
กรุงเทพมหานคร,24,คลองสาน,,,
กรุงเทพมหานคร,24,ราษฎร์บูรณะ,บางปะกอก,เฉพาะ,
กรุงเทพมหานคร,25,ทุ่งครุ,,,
กรุงเทพมหานคร,25,ราษฎร์บูรณะ,บางปะกอก,ยกเว้น,
กรุงเทพมหานคร,26,บางขุนเทียน,ท่าข้าม,เฉพาะ,
กรุงเทพมหานคร,26,จอมทอง,บางขุนเทียน,ยกเว้น,
กรุงเทพมหานคร,27,บางบอน,คลองบางบอนใ,เฉพาะ,
กรุงเทพมหานคร,27,บางบอน,คลองบางบอน,เฉพาะ,
กรุงเทพมหานคร,27,บางขุนเทียน,ท่าข้าม,ยกเว้น,
กรุงเทพมหานคร,28,จอมทอง,บางขุนเทียน,เฉพาะ,
กรุงเทพมหานคร,28,บางบอน,คลองบางบอนใ,ยกเว้น,
กรุงเทพมหานคร,28,บางบอน,คลองบางบอน,ยกเว้น,
กรุงเทพมหานคร,28,หนองแขม,หนองแขม,เฉพาะ,
กรุงเทพมหานคร,29,บางแค,บางแคเหนือ,เฉพาะ,
กรุงเทพมหานคร,29,บางแค,บางไผ่,เฉพาะ,
กรุงเทพมหานคร,29,หนองแขม,หนองแขม,ยกเว้น,
กรุงเทพมหานคร,30,บางแค,บางแคเหนือ,ยกเว้น,
